MTU,Biomass,Energy storage,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,386,n/e,n/e,n/e,5702,0,111,n/e,n/e,n/e,2733,,5301,3571,n/e,45944,n/e,n/e,292,271,225,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,384,n/e,n/e,n/e,5917,0,111,n/e,n/e,n/e,2819,,5245,3380,n/e,45943,n/e,n/e,0,272,180,2032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,381,n/e,n/e,n/e,5874,0,111,n/e,n/e,n/e,1811,,4567,2916,n/e,45963,n/e,n/e,0,273,143,2038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,386,n/e,n/e,n/e,5910,0,111,n/e,n/e,n/e,583,,4134,2077,n/e,45900,n/e,n/e,0,276,146,2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,387,n/e,n/e,n/e,5774,0,111,n/e,n/e,n/e,370,,4015,1953,n/e,45605,n/e,n/e,0,276,121,2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,384,n/e,n/e,n/e,5721,0,111,n/e,n/e,n/e,123,,3754,1765,n/e,44571,n/e,n/e,0,276,90,2144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,389,n/e,n/e,n/e,5449,0,111,n/e,n/e,n/e,,601,3412,2039,n/e,44275,n/e,n/e,0,278,25,2182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,390,n/e,n/e,n/e,4933,0,111,n/e,n/e,n/e,,818,3267,1716,n/e,44167,n/e,n/e,0,279,17,2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,391,n/e,n/e,n/e,4977,0,111,n/e,n/e,n/e,,1408,3181,1443,n/e,44045,n/e,n/e,0,280,30,1886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,389,n/e,n/e,n/e,4935,0,111,n/e,n/e,n/e,,1577,3209,1249,n/e,43386,n/e,n/e,0,290,24,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,391,n/e,n/e,n/e,4745,0,111,n/e,n/e,n/e,,1289,3299,1278,n/e,43075,n/e,n/e,0,298,24,1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,392,n/e,n/e,n/e,4754,0,111,n/e,n/e,n/e,,553,3407,1392,n/e,42663,n/e,n/e,0,299,27,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,390,n/e,n/e,n/e,4833,0,110,n/e,n/e,n/e,,42,3548,1528,n/e,42571,n/e,n/e,0,300,13,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,383,n/e,n/e,n/e,5280,0,111,n/e,n/e,n/e,205,,3883,2093,n/e,42488,n/e,n/e,292,300,3,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,380,n/e,n/e,n/e,5509,0,111,n/e,n/e,n/e,414,,3969,2355,n/e,42390,n/e,n/e,617,304,18,1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,388,n/e,n/e,n/e,5574,0,111,n/e,n/e,n/e,696,,3915,2449,n/e,42429,n/e,n/e,1859,305,26,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,389,n/e,n/e,n/e,5495,0,111,n/e,n/e,n/e,595,,3666,2203,n/e,42480,n/e,n/e,3321,305,6,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,388,n/e,n/e,n/e,5431,0,111,n/e,n/e,n/e,343,,3565,1857,n/e,42489,n/e,n/e,4309,295,2,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,384,n/e,n/e,n/e,5492,0,111,n/e,n/e,n/e,989,,3559,2591,n/e,42511,n/e,n/e,4765,298,0,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,381,n/e,n/e,n/e,5492,0,111,n/e,n/e,n/e,458,,3540,2481,n/e,42381,n/e,n/e,4549,297,0,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,381,n/e,n/e,n/e,5457,0,111,n/e,n/e,n/e,392,,3633,2297,n/e,42362,n/e,n/e,3932,294,0,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,382,n/e,n/e,n/e,5353,0,111,n/e,n/e,n/e,913,,3681,2499,n/e,42347,n/e,n/e,2497,297,0,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,N/A,n/e,n/e,n/e,N/A,N/A,N/A,n/e,n/e,n/e,N/A,N/A,N/A,N/A,n/e,N/A,n/e,n/e,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,384,n/e,n/e,n/e,5544,0,111,n/e,n/e,n/e,1371,,4832,3102,n/e,42184,n/e,n/e,383,303,0,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,388,n/e,n/e,n/e,5563,0,111,n/e,n/e,n/e,1870,,5097,3798,n/e,42442,n/e,n/e,279,304,0,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,389,n/e,n/e,n/e,5543,0,110,n/e,n/e,n/e,1756,,5061,3772,n/e,42519,n/e,n/e,0,305,0,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,391,n/e,n/e,n/e,5507,0,110,n/e,n/e,n/e,1139,,4767,3251,n/e,42493,n/e,n/e,0,300,8,1095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,390,n/e,n/e,n/e,5451,0,110,n/e,n/e,n/e,647,,4291,2794,n/e,42455,n/e,n/e,0,306,22,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,390,n/e,n/e,n/e,4965,0,111,n/e,n/e,n/e,530,,4091,2270,n/e,42425,n/e,n/e,0,304,27,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,390,n/e,n/e,n/e,5137,0,111,n/e,n/e,n/e,325,,3759,2130,n/e,42476,n/e,n/e,0,302,14,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,389,n/e,n/e,n/e,4800,0,110,n/e,n/e,n/e,350,,3382,2021,n/e,42366,n/e,n/e,0,303,9,1234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,388,n/e,n/e,n/e,3428,0,111,n/e,n/e,n/e,28,,2923,1545,n/e,42276,n/e,n/e,0,304,8,1231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,387,n/e,n/e,n/e,3037,0,111,n/e,n/e,n/e,,495,2774,1059,n/e,42251,n/e,n/e,0,303,37,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,390,n/e,n/e,n/e,2839,0,111,n/e,n/e,n/e,,1995,2712,910,n/e,42335,n/e,n/e,0,304,37,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,390,n/e,n/e,n/e,2871,0,111,n/e,n/e,n/e,,3073,2632,916,n/e,42108,n/e,n/e,0,305,5,1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,390,n/e,n/e,n/e,3153,0,111,n/e,n/e,n/e,,3060,2703,953,n/e,41521,n/e,n/e,0,307,9,1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,389,n/e,n/e,n/e,3638,0,110,n/e,n/e,n/e,,2191,2729,1017,n/e,40586,n/e,n/e,0,308,10,1328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,387,n/e,n/e,n/e,4306,0,111,n/e,n/e,n/e,,338,2958,1097,n/e,39978,n/e,n/e,285,307,9,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,389,n/e,n/e,n/e,4133,0,111,n/e,n/e,n/e,126,,3050,1205,n/e,40294,n/e,n/e,793,307,4,1446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,390,n/e,n/e,n/e,4348,0,111,n/e,n/e,n/e,15,,3223,1769,n/e,40457,n/e,n/e,2503,308,0,1397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,387,n/e,n/e,n/e,4285,0,111,n/e,n/e,n/e,372,,3185,1673,n/e,40456,n/e,n/e,4297,306,0,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,388,n/e,n/e,n/e,4224,0,111,n/e,n/e,n/e,666,,3172,1640,n/e,40455,n/e,n/e,5367,305,0,1588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,390,n/e,n/e,n/e,4194,0,111,n/e,n/e,n/e,472,,3215,1489,n/e,40513,n/e,n/e,6000,307,2,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,390,n/e,n/e,n/e,4279,0,111,n/e,n/e,n/e,552,,3083,1213,n/e,40545,n/e,n/e,6075,307,1,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,390,n/e,n/e,n/e,4180,0,111,n/e,n/e,n/e,266,,3003,1195,n/e,40572,n/e,n/e,5216,305,4,1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,386,n/e,n/e,n/e,4163,0,111,n/e,n/e,n/e,,542,3116,1243,n/e,40462,n/e,n/e,3512,303,4,1784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,386,n/e,n/e,n/e,4169,0,111,n/e,n/e,n/e,,633,3504,1721,n/e,40726,n/e,n/e,1471,304,0,1786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,390,n/e,n/e,n/e,4283,0,111,n/e,n/e,n/e,553,,4037,2682,n/e,41099,n/e,n/e,402,306,2,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,390,n/e,n/e,n/e,4906,0,110,n/e,n/e,n/e,2073,,4726,2602,n/e,41363,n/e,n/e,278,308,0,1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,388,n/e,n/e,n/e,4726,0,111,n/e,n/e,n/e,2211,,4918,2503,n/e,41719,n/e,n/e,0,307,0,2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,388,n/e,n/e,n/e,4923,0,111,n/e,n/e,n/e,1369,,4610,2233,n/e,42111,n/e,n/e,0,304,0,2304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,392,n/e,n/e,n/e,4728,0,110,n/e,n/e,n/e,627,,4078,1972,n/e,42385,n/e,n/e,0,300,27,2431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,389,n/e,n/e,n/e,4710,0,110,n/e,n/e,n/e,247,,3603,1712,n/e,42610,n/e,n/e,0,298,69,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,391,n/e,n/e,n/e,4712,0,110,n/e,n/e,n/e,,144,3197,1623,n/e,41694,n/e,n/e,0,301,75,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,390,n/e,n/e,n/e,4414,0,111,n/e,n/e,n/e,65,,2920,1300,n/e,40952,n/e,n/e,0,303,57,2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,384,n/e,n/e,n/e,3084,0,111,n/e,n/e,n/e,,409,2700,1206,n/e,40617,n/e,n/e,0,300,63,2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,383,n/e,n/e,n/e,2471,0,111,n/e,n/e,n/e,,1077,2550,1096,n/e,40483,n/e,n/e,0,300,103,2463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,382,n/e,n/e,n/e,2299,0,111,n/e,n/e,n/e,,1909,2469,818,n/e,40464,n/e,n/e,0,302,154,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,377,n/e,n/e,n/e,2326,0,111,n/e,n/e,n/e,,2746,2501,880,n/e,40389,n/e,n/e,0,298,199,2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,376,n/e,n/e,n/e,2447,0,111,n/e,n/e,n/e,,2652,2563,1119,n/e,40535,n/e,n/e,0,297,234,2879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,379,n/e,n/e,n/e,2564,0,110,n/e,n/e,n/e,,1027,2781,1505,n/e,40790,n/e,n/e,0,295,269,2908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,380,n/e,n/e,n/e,2650,0,111,n/e,n/e,n/e,,296,3302,1943,n/e,40749,n/e,n/e,294,296,315,3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:00 - 09:00,380,n/e,n/e,n/e,2883,0,111,n/e,n/e,n/e,,185,3603,1878,n/e,40679,n/e,n/e,877,295,420,3534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:00 - 10:00,380,n/e,n/e,n/e,2893,0,111,n/e,n/e,n/e,264,,3426,1837,n/e,40854,n/e,n/e,2836,295,290,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00 - 11:00,383,n/e,n/e,n/e,3176,0,111,n/e,n/e,n/e,418,,3145,1875,n/e,40879,n/e,n/e,4791,294,213,3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:00 - 12:00,385,n/e,n/e,n/e,3131,0,111,n/e,n/e,n/e,399,,2984,1918,n/e,40783,n/e,n/e,6020,293,247,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12:00 - 13:00,385,n/e,n/e,n/e,3245,0,111,n/e,n/e,n/e,864,,2988,2440,n/e,40857,n/e,n/e,6790,293,219,3860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13:00 - 14:00,382,n/e,n/e,n/e,3056,0,111,n/e,n/e,n/e,,120,2790,1991,n/e,40744,n/e,n/e,6716,291,218,4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14:00 - 15:00,379,n/e,n/e,n/e,2910,0,111,n/e,n/e,n/e,,1647,2655,960,n/e,40669,n/e,n/e,5817,293,242,5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15:00 - 16:00,382,n/e,n/e,n/e,2786,0,111,n/e,n/e,n/e,,1817,2744,1333,n/e,40825,n/e,n/e,3951,293,293,5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16:00 - 17:00,380,n/e,n/e,n/e,2836,0,109,n/e,n/e,n/e,,1430,3036,1700,n/e,41302,n/e,n/e,1557,298,374,5545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17:00 - 18:00,377,n/e,n/e,n/e,3353,0,109,n/e,n/e,n/e,50,,3631,2254,n/e,41886,n/e,n/e,413,298,525,5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18:00 - 19:00,385,n/e,n/e,n/e,3459,0,108,n/e,n/e,n/e,1331,,4351,2826,n/e,42073,n/e,n/e,287,298,567,6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19:00 - 20:00,386,n/e,n/e,n/e,3351,0,109,n/e,n/e,n/e,1351,,4568,2581,n/e,42544,n/e,n/e,0,297,636,6990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20:00 - 21:00,390,n/e,n/e,n/e,3089,0,109,n/e,n/e,n/e,378,,4121,1575,n/e,42653,n/e,n/e,0,291,801,7675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21:00 - 22:00,390,n/e,n/e,n/e,2937,0,109,n/e,n/e,n/e,,232,3586,1188,n/e,42697,n/e,n/e,0,288,851,8105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22:00 - 23:00,388,n/e,n/e,n/e,3120,0,109,n/e,n/e,n/e,,32,3024,1403,n/e,42581,n/e,n/e,0,288,890,7854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23:00 - 00:00,388,n/e,n/e,n/e,3131,0,108,n/e,n/e,n/e,,1322,2734,1104,n/e,42629,n/e,n/e,0,290,837,7562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.11.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00:00 - 01:00,389,n/e,n/e,n/e,2587,0,107,n/e,n/e,n/e,,2242,2653,885,n/e,42521,n/e,n/e,0,291,768,7274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01:00 - 02:00,389,n/e,n/e,n/e,2012,0,107,n/e,n/e,n/e,,2380,2483,364,n/e,42511,n/e,n/e,0,290,663,7169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02:00 - 03:00,388,n/e,n/e,n/e,1862,0,107,n/e,n/e,n/e,,2804,2453,229,n/e,41952,n/e,n/e,0,290,716,7740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03:00 - 04:00,391,n/e,n/e,n/e,2022,0,107,n/e,n/e,n/e,,3014,2395,108,n/e,39890,n/e,n/e,0,290,825,7989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04:00 - 05:00,390,n/e,n/e,n/e,2266,0,107,n/e,n/e,n/e,,3083,2415,192,n/e,39995,n/e,n/e,0,292,927,8352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:00 - 06:00,388,n/e,n/e,n/e,2478,0,107,n/e,n/e,n/e,,2615,2446,385,n/e,41028,n/e,n/e,0,289,938,8520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06:00 - 07:00,388,n/e,n/e,n/e,2987,0,110,n/e,n/e,n/e,,599,2787,1312,n/e,43198,n/e,n/e,0,287,1064,8352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07:00 - 08:00,388,n/e,n/e,n/e,4015,0,111,n/e,n/e,n/e,263,,3266,2093,n/e,44128,n/e,n/e,308,283,1162,8709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
